,domain,phylum,class,order,family,genus,species,confidence
d45006a487d94665893aa9e759be4c97,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,kroppenstedtii,0.9999989223962852
03178a409a41853ea09a94055e138e19,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,kroppenstedtii,0.9999998727293128
500d6b485cef4c52aad211d6d6e6dbc7,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,stationis,0.8578648133497396
4ea5683e2c2a183c11c45dc8fbd0c67c,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,variabile,0.9030346482640071
db793caa585e078770021a7979ae8ea2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.9998998055458556
8659c05e82a2d1399cbc3fd26ab938e4,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.8480738008072798
10710d3d706451c3536228e4b7d146db,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.9902617533312016
8da02c7114ba0d9ee40312926e037a8f,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.9978006933641784
b2866fdca13681232057e3e85a1978cf,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.9986774190201928
6b82e6cb771d45d6c925405b66299d7f,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.9979881798688004
79dcabe7f92f8cf2723b796dcd2f239f,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.9661648302638148
50e96bbd1a8267119529843a1acb43a5,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,fascians,0.997742724277872
7e598ad34909a3fb8ff1623f1ede11a6,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.9999797280515816
469e4ff2129066178b74b112829fc03c,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.8868468472523621
1c0a00b159b2154357cc9bc7499c58b2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinomycetospora,,0.9906982218761448
126d3c82f184c4d9058cab124f287968,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,,,0.9999886386112766
cee164362eb3296a3d29e33f7b479d2e,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Marmoricola,,0.965268597721368
8406abe6d9a72018bf32d189d1340472,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,,0.9998014443277224
e54bcf1c8ec24811e7c355b8d82fa59e,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,,0.9802015626294096
53dd9f9a89854c8ebdcfb105b7a26df1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,,0.9985882050595976
5202077471c942e678df50a8e4c706d6,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,,0.8166329133001784
58946a0b64aa351fd8e7b97d02d6639d,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,,0.965169507622894
328cf8ca7cded30705336cf036a2df45,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.9949994311206358
c88977d348c943b60eea8f1571e9a7ee,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.9510112011362918
88b4862756df007aa0c6bc2ba049708b,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,0.9615424460932877
4c4606a3dbb4f5b8bb1ad1db6dfc5617,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnes,0.9192209111588118
699071a4a7ce68918e4cd93a61275ecd,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,0.9496135588639452
c18826df5af5da174f580164c805a38a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,anginosus,0.9876697948026674
72cbf125e17c4e14d748543564d3d4ec,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,0.999996685977258
d29fe3c70564fc0f69f2c03e0d1e5561,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,0.9999999997604924
3f448350064694e647b284259bdebb91,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,0.8728386300235487
9af77e369d2ba4b3bb6e0e808ed84d91,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,0.9658517694429736
111311cc108c483f3782c9214681ed19,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae,0.9213589144257782
d8f7f446987e67092b6256c10b1ee69e,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,luteciae,0.9709713591226102
7595e123b71bdae8a8c1c28b7405a5c0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,0.8369013750406301
b1e686a5c5f127a8b92de2863503a9e5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,0.9746731415919564
b44621e5c80607cdfacbf7a81e1cbe41,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,0.9999014710048332
25087bd679769914988fc1e7c6d045ff,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,0.9999983332225036
636c27859c1ac0a7994ca8ed145d03fe,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,0.999999794709474
b59d5976acdb148c29f724d6b7990410,Bacteria,SR1,,,,,,0.9999999992478052
47fb251b4679084fee2dafef11c6bc4f,Bacteria,SR1,,,,,,0.9999999541159222
14374c3f2fe75bb158b439ebe4a4ee87,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Caldilinea,,0.9997375306485772
cba5f5b1153235425628bd77a28257c7,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,0.9833419112703972
c4f955168102011d272b685aa772c10a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alloiococcus,,0.9999999123228672
21b849f15da11a7cc5122773552e0fef,Bacteria,Chloroflexi,Ellin6529,,,,,0.9999999934851616
694caec8dad781d338acf4a5b69c3058,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,,0.9972838022944868
14d168c89e381de6fc3091837a557e48,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,0.9706783388881204
24443b70088636edf08f0c9572d7faf4,Bacteria,Firmicutes,Bacilli,Gemellales,,,,0.7550662821047499
cb2fe0146e2fbcb101050edb996a0ee2,Bacteria,Firmicutes,Bacilli,,,,,0.999999879805572
059408ca99f1001f64e6df1e06fb951d,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina,,0.9891357196970144
73291cac0e802b6a1fb25ae7079390ef,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.7253796922421895
895453b352ae060e0ec5f7721547a3d1,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.9972652155998178
21a0198d0a83a8f3ec0e401067138940,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0.9892183377532532
1e1e0cca52fab68a8c7ba5256aeadd6d,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0.99326106683742
f4eefbd4edf2a372131825289fffcca6,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0.9972471335852012
29a92aecac56c855cbfc0debf9bda0c8,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0.998204473638388
1d17561d16d803f652b0d6bdd671c1cc,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0.9980596680340154
e73fc2655e1cca4a2b1c419da3630c72,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,0.9957925674139542
3d3566af17e7e52ae5413956d004e657,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,0.9773074692812956
8bcc747f27b10bb3e1182fe530c7ed24,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megasphaera,,0.9999927188034028
b29143b255f4b97da62310d85fe9b7f3,Bacteria,Firmicutes,Clostridia,OPB54,,,,0.999985426001022
bd759efe26a5b4b869d3fa5e4693080d,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.9971406050298108
bf6066f701b31c6bba541503797da013,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,,0.9868797168106344
513de43781dc4c2831eb83b23940d66b,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,dispar,0.985515717073994
9f718b8f66b79c3de80546ca9a54539c,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,parvula,0.932598328604458
fba3d9b3872ff9021d66434323fb9565,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,parvula,0.9615849555720604
dab4d3e6078cfc510502a47c98e82081,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,dispar,0.9635986471715648
047b7fb62a5e9d2711e639ae1cb1519a,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,dispar,0.9989514666217412
5c82bad13c4ebd2ed1bd23a8c2e37fc5,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,,0.9999949655477816
bb173654871d294466912ef22f685faa,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,,0.999999950170705
ee7ce85e38500b28d9d79b63c7fbf9a6,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,,0.9999800802514645
c9a1082e87563e01347729352358bbcf,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,,,0.9072480619852882
ff8c7f94f941a0c647120d4e142db316,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,,0.9997197443201206
d1d750ce3b00503c204516d27ca0d3b0,Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,,,0.9988185467503632
1395953fab837ed426f9b2ba24da41b1,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,,,0.9817087334859488
95f07780b7e9b8b504c2563e63950663,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,,,0.9999994130440164
eed50a4877de2fd21b146b4f0c7327ac,Bacteria,Chloroflexi,Ellin6529,,,,,0.9999383390387364
14e1a93cf2379225b1fd6ed0f186bacb,Bacteria,FBP,,,,,,0.9999997518365428
8cfda573467e6a959664801713cadba1,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.7127922656264598
0335b1664150f1e151340b1450eae898,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.8559711774240175
201b6484b6abe3d4c587464be6cbd574,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0.99508606267024
84755bc954af6d3b39bb4c369e5992e7,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0.9886297229558912
fea5c05e9b8245c5ca46f6673f59e0bf,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0.9950259872023232
e80d9134b601511a2702b54268b57249,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0.9298609547142463
880968796af86b3d6270c228fe8e7026,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0.9559663467636412
43a9c44adeac51fd3ab95081da56d02d,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0.990582401874871
64222ae4c3f0f1cc06375a3814da355d,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0.9831610264778172
51757b1a0a985640893725af5d87d350,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0.9699380177086324
2fa276cce32e900f0f68d30e460b8f61,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0.9959082751568334
a0b0961c7ba318abff3e5a93f09f495e,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.923132565004266
e7709791d7ef6b47747de9fb43880d14,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0.9823385296372454
a9541756b547061c02922f1a3a913fce,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,0.973351794369323
9584fe0b6843a9817e1c217bb65caea8,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,helveticus,0.93970397700553
38aff035451e491e5905508b9a173fb6,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,helveticus,0.9953135415908024
162ed46308ef9dd1600fb0fe7c90b186,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,delbrueckii,0.9999948807900276
99e6b8fa779ca2689cdc55d164e593e8,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,0.9805726871069969
8cd2a871fab61bdea4ef23a295c371cf,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,0.7397271558106162
dd7e1e45831871f719cc3cd68f568e7c,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,0.7244343070493235
ebe0e9790089ad4f40151cb4a3231a8f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,,,0.7138611906657029
7a20f7055ca2c7462cfa6a7aef16ec28,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,0.8335728128764098
7dd981802694dec3ecdb61ee53805956,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,,0.7863312987400568
ca1b627f011b52798bfb8fd2c6b76d20,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,0.9728541481647308
aa9f89f9af07d53e077462471423f3ab,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,,0.9985663135913848
9b959f65abdb6cb9adc1d6160a5384ec,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,,0.9999999997087344
b46e36edac9cab660cec7ee6f1a335a3,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,[Eubacterium],biforme,0.999999975914449
2fe6a7331192dc6bf073d906fba93929,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.8053194270393185
ebcbd71a778e6a1a776d2d50d0801fed,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.8159871419515223
98d250a339a635f20e26397dafc6ced3,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.8344016079212045
dbae1b46b67ad6769ea63d33ed3d44bf,Bacteria,Firmicutes,Bacilli,Turicibacterales,Turicibacteraceae,Turicibacter,,0.9999964654927788
f59a4d48a03cc224462bf83e4d4ab126,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,,0.9999398571019766
160029903cd9c779390f4719179aeea2,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Holdemania,,0.9999979657426592
f8fee8796e3188a996dfeca9e93f47e1,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,,0.9998068573697694
9b0549bb6e63f681bf133d2c7996055d,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,moorei,0.9999999997858992
28560cffcd31045fa07dd88557b43e05,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,perfringens,0.9999087325600684
aa668eb01ca9dcc59aeb1454b600c8c8,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.7395644449573094
4b8228f4d7d3809aa6827e8d9e11a9ae,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0.9978091630686856
15c03c51375c7d03bd3dda24674b9936,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella,,0.9999745459829597
75a61e0ca465f169e5d2ea2d19f8aefb,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Selenomonas,,0.9999980164184228
8c43291754ba53fa1e206f0ac7a18772,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Selenomonas,noxia,0.9849844195391728
d9efe89c658c7996e7738e1bb777c9f0,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Selenomonas,,0.999964882862246
bb823ca6d961133b2cd91e9377cefba7,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Selenomonas,,0.9999247523445304
9df911e407318b496425698999a1d81f,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Schwartzia,,0.9999999906458896
145f11599b92ad3a4c93896b0edf8c0c,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.996868996393493
d86ef5d6394f5dbeb945f39aa25e7426,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Phascolarctobacterium,,0.9999998650023464
42f7a4caf54667a21b5de3b888213935,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Phascolarctobacterium,,0.9999999323971476
9616cf56be891f816aa7abc6a13c9e8f,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Selenomonas,,0.9990080509064508
d32d15407d86a2044eead0d72cd3f9e7,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,,,0.9999993192622512
5beb76b0d6631d10fc820c2d128d4cb6,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,,0.8893629853706989
2e202c4e4e803dbc6d54c9e3117afedd,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,,0.9760681545375214
072698f9668d5a094cdc1a672acc4747,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Anaerococcus,,0.999999990998944
e1e1ece9cc43057ec074912f7545a432,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Anaerococcus,,0.9999999997439916
f8026fa73c97b3f69cf4369cf194fb8b,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Anaerococcus,,0.9999999996550172
b8413d82d36f772b9a375231cb504579,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Anaerococcus,,0.9999999984215862
9abbfb135a6fceeb2ae107b7be7cb133,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Anaerococcus,,0.9999999985735712
8935afd2b1d59a37191411131d75e9f6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,,0.9999294677193056
b8afb7bb30b7a9170b7c6dcd40251d54,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.990535663239498
7dd9c9124ec3f118a6cef1f0d422c011,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.987815300028692
a3a69f621716f9345def32e2b5e7b011,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,satelles,0.9995853569487236
e2c355360209f0b71b70b85ed0f9532d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,,0.9727096716392232
26133b4163fdcd22d86f4e04e74154f1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,,0.9999495837227482
95dff3e66b8bdf4d8e509ceae4373c69,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,,0.999970676609568
d2613a43f4ed1dda8a673e7fb251ebef,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,,0.9999327064689216
01e0b7ac306895be84179f2715af269b,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,,0.9999933564648832
e063d1c3c9daf7390e5475e48d9b01c5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,,0.9999949683951396
57b34afdff2e84fb9b0befd219edcb38,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,,0.9999903164526998
f16a387e898dbae6432b2ed0241120bd,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,,0.9999593209806088
2b148d88c49e316f85b6e7863089a886,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,0.9967756225304468
1076b2b7de5233cc917c9425aa2ea200,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,,0.9999778416489776
fcd4f95c05b868060121ff709085bf21,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Finegoldia,,0.9999999999709672
2f4c5e75c0e4cdfcbddbe93ef1f410a3,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],1-68,,0.9999394981347752
f79e815e1e628908e4ab605022b0ac09,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,,0.9998704464926848
8021f872c32700d46738f3591cb4c58a,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.9995557646048976
b2d056fa113334bd2797397b162c6ac9,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,,0.996690407289544
4e34087bb8399deb145896c92e1b58a5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,,0.9958403455362652
fbf110ef5de76f86121c8504a0cb786e,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.9995045444921908
58d6cee566e26e231916ccc2093ae053,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.9705097980195496
32a4d183139d99ace97a18b276d7c169,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Helcococcus,,0.9999999839354816
14732e0b78dbc03c20c505d7681b6820,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Helcococcus,,0.9999997029634372
a875cba4e2e4da128cec805cd014731f,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Parvimonas,,0.9999997603736408
1edc5497d3daf6d914427d32b71daa52,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Parvimonas,,0.9999997268491204
e8fb2b3d01d369dbb5d3764548193ae9,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Parvimonas,,0.9999998377591188
0a69950e803a5d9e7166c450e44f43cf,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,inulinivorans,0.929536448428247
b8b19c4f0719a5d5b965a0f50f05827c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,,0.9311122515289872
24dfe6a7325e4f2be7dbd522ef613e42,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,,0.9537577123744118
535696cecf56f03d3401d7d6dbe66d7b,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,faecis,0.9031774412046172
e2f0caba18b002ca9762ed56167c6188,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.980820828321369
aee707afe3847427a6d3d34e31437923,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],,0.9989995869936024
0c4b17f88dae47697d3bceb3663f47ce,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],torques,0.9662024280464416
816b94bcd935ca38afe71fd1e3c5356c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,,0.9996717381137812
a5df9a825c3d8eeb228a6781c3db134c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,0.7918311969566013
ebd1dcd162acede67bb633c42c7b2ac2,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,0.8645448242266165
d8db52dac1023a8fa0e56e92670d7ac1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,colinum,0.9912764286742288
317c0beca40f29f3aff863b8f028fd48,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Gallicola,,0.9999999966833713
59758d94cc7ed9a16526bfc9eb207575,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,colinum,0.9857138201694564
ca96b8fd01aa6c508305bacac37da6c2,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,0.9857042823693596
9da7a39de7e82006cc9533681adf765a,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,0.9999997542343966
997056ba80681bbbdd5d09aa591eadc0,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,0.9999995195078828
a895b66cac813ac67ce1c908259b646f,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,0.999999886548074
9acad60e1ad588fb9250aab68dee645d,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,0.9999997456218108
e7c8b8c8fced8eead4b767bffe6dd544,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,0.9999998801912896
6be3ad080a12e28c46c9ca4f94710ac7,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,,0.999999954005902
a5185df881810390f29afa3ba3ccf522,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,,0.999999976216728
ef4cafaa5121e47ff7f31d5553a66214,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,,,0.9999886443365934
5b220f66423e4004eb3520bfae1f25d0,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,,,0.9997673231396242
76174505aef45f134d8068d5ad2c42aa,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,0.8401412082291325
9b07cccc73bd232ffb6edb9427194c06,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,,,0.9999956637692292
37d242005eb3c4239ad2c00158ea99a1,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,,0.9999993921137218
